chunk_id,source_doc,page,chunk_index,text
8eb525c9-d3d8-48b2-92de-93e1b078f2a1,hackrx-1.pdf,43,0,"UIN- BAJHLIP23020V012223 Global Health Care/ Policy Wordings/Page 43 Bajaj Allianz General Insurance Co. Ltd. Bajaj Allianz House, Airport Road, Yerawada, Pune - 411 006. Reg. No.: 113 For more details, log on to: www.bajajallianz.com | E-mail: bagichelp@bajajallianz.co.in or Call at: Sales - 1800 209 0144 / Service - 1800 209 5858 (Toll Free No.) GLOBAL HEALTH CARE Office Details Jurisdiction of Office Union Territory,District) 4th Floor, Main Road, Naya Bans, Sector 15, Distt: Gautam Buddh Nagar, U.P-201301. Tel.: 0120-2514252 / 2514253 Email: bimalokpal.noida@cioins.co.in Shahjahanpur, Hapur, Shamli, Rampur, Kashganj, Sambhal, Amroha, Hathras, Kanshiramnagar, Saharanpur. PATNA – Insurance Ombudsman Office of the Insurance Ombudsman, 2nd Floor, Lalit Bhawan, Bailey Road, Patna 800 001. Tel.: 0612-2547068 Email: bimalokpal.patna@cioins.co.in Bihar, Jharkhand. PUNE - Insurance Ombudsman Office of the Insurance Ombudsman, Jeevan Darshan Bldg., 3rd Floor, C.T.S. No.s. 195 to 198, N.C. Kelkar Road, Narayan Peth, Pune – 411 030. Tel.: 020-41312555 Email: bimalokpal.pune@cioins.co.in Maharashtra, Areas of Navi Mumbai and Thane (excluding Mumbai Metropolitan Region). Note: Address and contact number of Governing Body of Insurance Council Executive Council Of Insurers, 3rd Floor, Jeevan Seva Annexe, S. V. Road, Santacruz (W), Mumbai - 400 054. Tel.: 022 - 69038801/03/04/05/06/07/08/09 Email: inscoun@cioins.co.in Annexure I- List of Day Care Procedures ENT General Surgery 1 Stapedotomy 204 Infected Keloid Excision 2 Myringoplasty(Type I Tympanoplasty) 205 Incision of a pilonidal sinus / abscess 3 Revision stapedectomy 206 Axillary lymphadenectomy 4 Labyrinthectomy for severe Vertigo 207 Wound debridement and Cover 5 Stapedectomy under GA 208 Abscess-Decompression 6 Ossiculoplasty 209 Cervical lymphadenectomy 7 Myringotomy with Grommet Insertion 210 infected sebaceous cyst 8 Tympanoplasty (Type III) 211 Inguinal lymphadenectomy 9 Stapedectomy under LA 212 Incision and drainage of Abscess 10 Revision of the fenestration of the inner ear. 213 Suturing of lacerations 11 Tympanoplasty (Type IV) 214 Scalp Suturing 12 Endolymphatic Sac Surgery for Meniere's Disease 215 Infected lipoma excision 13 Turbinectomy 216 Maximal anal dilatation 14 Removal of Tympanic Drain under LA 217 Piles 15 Endoscopic Stapedectomy A)Injection Sclerotherapy 16 Fenestration of the inner ear B)Piles banding 17 Incision and drainage of perichondritis 218 Liver Abscess- catheter drainage 18 Septoplasty 219 Fissure in Ano- fissurectomy 19 Vestibular Nerve section 220 Fibroadenoma breast excision 20 Thyroplasty Type I 221 OesophagealvaricesSclerotherapy"
b8b1a133-0430-4b6f-aa6b-0d3e4ff96120,hackrx-1.pdf,44,0,"UIN- BAJHLIP23020V012223 Global Health Care/ Policy Wordings/Page 44 Bajaj Allianz General Insurance Co. Ltd. Bajaj Allianz House, Airport Road, Yerawada, Pune - 411 006. Reg. No.: 113 For more details, log on to: www.bajajallianz.com | E-mail: bagichelp@bajajallianz.co.in or Call at: Sales - 1800 209 0144 / Service - 1800 209 5858 (Toll Free No.) GLOBAL HEALTH CARE 21 Pseudocyst of the Pinna - Excision 222 ERCP - pancreatic duct stone removal 22 Incision and drainage - Haematoma Auricle 223 Perianal abscess I&D 23 Tympanoplasty (Type II) 224 Perianal hematoma Evacuation 24 Keratosis removal under GA 225 Fissure in anosphincterotomy 25 Reduction of fracture of Nasal Bone 226 UGI scopy and Polypectomyoesophagus 26 Excision and destruction of lingual tonsils 227 Breast abscess I& D 27 Conchoplasty 228 Feeding Gastrostomy 28 Thyroplasty Type II 229 Oesophagoscopy and biopsy of growth oesophagus 29 Tracheostomy 230 UGI scopy and injection of adrenaline, sclerosants - bleeding ulcers 30 Excision of Angioma Septum 231 ERCP - Bile duct stone removal 31 Turbinoplasty 232 Ileostomy closure 32 Incision & Drainage of Retro Pharyngeal Abscess 233 Colonoscopy 33 UvuloPalatoPharyngoPlasty 234 Polypectomy colon 34 Palatoplasty 235 Splenic abscesses Laparoscopic Drainage 35 Tonsillectomy without adenoidectomy 236 UGI SCOPY and Polypectomy stomach 36 Adenoidectomy with Grommet insertion 237 Rigid Oesophagoscopy for FB removal 37 Adenoidectomy without Grommet insertion 238 Feeding Jejunostomy 38 Vocal Cord lateralisation Procedure 239 Colostomy 39 Incision & Drainage of Para Pharyngeal Abscess 240 Ileostomy 40 Transoral incision and drainage of a pharyngeal abscess 241 colostomy closure 41 Tonsillectomy with adenoidectomy 242 Submandibular salivary duct stone removal 42 Tracheoplasty Ophthalmology 243 Pneumatic reduction of intussusception 43 Incision of tear glands 244 Varicose veins legs - Injection sclerotherapy 44 Other operation on the tear ducts 245 Rigid Oesophagoscopy for Plummer vinson syndrome 45 Incision of diseased eyelids 246 Pancreatic Pseudocysts Endoscopic Drainage 46 Excision and destruction of the diseased tissue of the eyelid 247 ZADEK's Nail bed excision 47 Removal of foreign body from the lens of the eye. 248 Subcutaneous mastectomy 48 Corrective surgery of the entropion and ectropion 249 Excision of Ranula under GA 49 Operations for pterygium 250 Rigid Oesophagoscopy for dilation of benign Strictures 50 Corrective surgery of blepharoptosis 251 Eversion of Sac 51 Removal of foreign body from conjunctiva a) Unilateral 52 Biopsy of tear gland b)Bilateral 53 Removal of Foreign body from cornea 252 Lord's plication 54 Incision of the cornea 253 Jaboulay's Procedure 55 Other operations on the cornea 254 Scrotoplasty 56 Operation on the canthus and epicanthus 255 Surgical treatment of varicocele 57 Removal of foreign body from the orbit and the eye ball. 256 Epididymectomy 58 Surgery for cataract 257 Circumcision for Trauma 59 Treatment of retinal lesion 258 Meatoplasty"
f616297e-3cec-4d33-86fb-beca65e4745b,hackrx-1.pdf,44,1,Procedure 55 Other operations on the cornea 254 Scrotoplasty 56 Operation on the canthus and epicanthus 255 Surgical treatment of varicocele 57 Removal of foreign body from the orbit and the eye ball. 256 Epididymectomy 58 Surgery for cataract 257 Circumcision for Trauma 59 Treatment of retinal lesion 258 Meatoplasty
89b96909-de74-49f4-ae3d-bc22a36ae857,hackrx-1.pdf,45,0,"UIN- BAJHLIP23020V012223 Global Health Care/ Policy Wordings/Page 45 Bajaj Allianz General Insurance Co. Ltd. Bajaj Allianz House, Airport Road, Yerawada, Pune - 411 006. Reg. No.: 113 For more details, log on to: www.bajajallianz.com | E-mail: bagichelp@bajajallianz.co.in or Call at: Sales - 1800 209 0144 / Service - 1800 209 5858 (Toll Free No.) GLOBAL HEALTH CARE 60 Removal of foreign body from the posterior chamber of the eye 259 Intersphincteric abscess incision and drainage Oncology 260 Psoas Abscess Incision and Drainage 61 IV Push Chemotherapy 261 Thyroid abscess Incision and Drainage 62 HBI-Hemibody Radiotherapy 262 TIPS procedure for portal hypertension 63 Infusional Targeted therapy 263 Esophageal Growth stent 64 SRT-Stereotactic Arc Therapy 264 PAIR Procedure of Hydatid Cyst liver 65 SC administration of Growth Factors 265 Tru cut liver biopsy 66 Continuous Infusional Chemotherapy 266 Photodynamic therapy or esophageal tumour and Lung tumour 67 Infusional Chemotherapy 267 Excision of Cervical RIB 68 CCRT-Concurrent Chemo + RT 268 laparoscopic reduction of intussusception 69 2D Radiotherapy 269 Microdochectomy breast 70 3D Conformal Radiotherapy 270 Surgery for fracture Penis 71 IGRT- Image Guided Radiotherapy 271 Sentinel node biopsy 72 IMRT- Step & Shoot 272 Parastomal hernia 73 Infusional Bisphosphonates 273 Revision colostomy 74 IMRT- DMLC 274 Prolapsed colostomy- Correction 75 Rotational Arc Therapy 275 Testicular biopsy 76 Tele gamma therapy 276 laparoscopic cardiomyotomy( Hellers) 77 FSRT-Fractionated SRT 277 Sentinel node biopsy malignant melanoma 78 VMAT-Volumetric Modulated Arc Therapy 278 laparoscopic pyloromyotomy( Ramstedt) 79 SBRT-Stereotactic Body Radiotherapy Orthopedics 80 Helical Tomotherapy 279 Arthroscopic Repair of ACL tear knee 81 SRS-Stereotactic Radiosurgery 280 Closed reduction of minor Fractures 82 X-Knife SRS 281 Arthroscopic repair of PCL tear knee 83 Gammaknife SRS 282 Tendon shortening 84 TBI- Total Body Radiotherapy 283 Arthroscopic Meniscectomy - Knee 85 intraluminal Brachytherapy 284 Treatment of clavicle dislocation 86 Electron Therapy 285 Arthroscopic meniscus repair 87 TSET-Total Electron Skin Therapy 286 Haemarthrosis knee- lavage 88 Extracorporeal Irradiation of Blood Products 287 Abscess knee joint drainage 89 Telecobalt Therapy 288 Carpal tunnel release 90 Telecesium Therapy 289 Closed reduction of minor dislocation 91 External mould Brachytherapy 290 Repair of knee cap tendon 92 Interstitial Brachytherapy 291 ORIF with K wire fixation- small bones 93 Intracavity Brachytherapy 292 Release of midfoot joint 94 3D Brachytherapy 293 ORIF with plating- Small long bones 95 Implant Brachytherapy 294 Implant removal minor 96 Intravesical Brachytherapy 295 K wire removal 97 Adjuvant Radiotherapy 296 POP application 98 Afterloading Catheter Brachytherapy 297 Closed reduction and external fixation 99 Conditioning Radiothearpy for BMT 298 Arthrotomy Hip joint 100 Extracorporeal Irradiation to the Homologous Bone grafts 299 Syme's amputation 101 Radical chemotherapy 300 Arthroplasty 102 Neoadjuvant radiotherapy 301 Partial removal of rib"
af306767-e9af-4e24-b9c9-fa3725ca0efe,hackrx-1.pdf,45,1,98 Afterloading Catheter Brachytherapy 297 Closed reduction and external fixation 99 Conditioning Radiothearpy for BMT 298 Arthrotomy Hip joint 100 Extracorporeal Irradiation to the Homologous Bone grafts 299 Syme's amputation 101 Radical chemotherapy 300 Arthroplasty 102 Neoadjuvant radiotherapy 301 Partial removal of rib
93335ed4-321c-4116-97db-aad06c4db9c2,hackrx-1.pdf,46,0,"UIN- BAJHLIP23020V012223 Global Health Care/ Policy Wordings/Page 46 Bajaj Allianz General Insurance Co. Ltd. Bajaj Allianz House, Airport Road, Yerawada, Pune - 411 006. Reg. No.: 113 For more details, log on to: www.bajajallianz.com | E-mail: bagichelp@bajajallianz.co.in or Call at: Sales - 1800 209 0144 / Service - 1800 209 5858 (Toll Free No.) GLOBAL HEALTH CARE 103 LDR Brachytherapy 302 Treatment of sesamoid bone fracture 104 Palliative Radiotherapy 303 Shoulder arthroscopy / surgery 105 Radical Radiotherapy 304 Elbow arthroscopy 106 Palliative chemotherapy 305 Amputation of metacarpal bone 107 Template Brachytherapy 306 Release of thumb contracture 108 Neoadjuvant chemotherapy 307 Incision of foot fascia 109 Adjuvant chemotherapy 308 calcaneum spur hydrocort injection 110 Induction chemotherapy 309 Ganglion wrist hyalase injection 111 Consolidation chemotherapy 310 Partial removal of metatarsal 112 Maintenance chemotherapy 311 Repair / graft of foot tendon 113 HDR Brachytherapy 312 Revision/Removal of Knee cap Plastic Surgery 313 Amputation follow-up surgery 114 Construction skin pedicle flap 314 Exploration of ankle joint 115 Gluteal pressure ulcer-Excision 315 Remove/graft leg bone lesion 116 Muscle-skin graft, leg 316 Repair/graft achilles tendon 117 Removal of bone for graft 317 Remove of tissue expander 118 Muscle-skin graft duct fistula 318 Biopsy elbow joint lining 119 Removal cartilage graft 319 Removal of wrist prosthesis 120 Myocutaneous flap 320 Biopsy finger joint lining 121 Fibro myocutaneous flap 321 Tendon lengthening 122 Breast reconstruction surgery after mastectomy 322 Treatment of shoulder dislocation 123 Sling operation for facial palsy 323 Lengthening of hand tendon 124 Split Skin Grafting under RA 324 Removal of elbow bursa 125 Wolfe skin graft 325 Fixation of knee joint 126 Plastic surgery to the floor of the mouth under GA 326 Treatment of foot dislocation Urology 327 Surgery of bunion 127 AV fistula - wrist 328 intra articular steroid injection 128 URSL with stenting 329 Tendon transfer procedure 129 URSL with lithotripsy 330 Removal of knee cap bursa 130 CystoscopicLitholapaxy 331 Treatment of fracture of ulna 131 ESWL 332 Treatment of scapula fracture 132 Haemodialysis 333 Removal of tumor of arm/ elbow under RA/GA 133 Bladder Neck Incision 334 Repair of ruptured tendon 134 Cystoscopy & Biopsy 335 Decompress forearm space 135 Cystoscopy and removal of polyp 336 Revision of neck muscle ( Torticollis release ) 136 Suprapubiccystostomy 337 Lengthening of thigh tendons 137 percutaneous nephrostomy 338 Treatment fracture of radius & ulna 139 Cystoscopy and ""SLING"" procedure. 339 Repair of knee joint Paediatric surgery 140 TUNA- prostate 340 Excision Juvenile polyps rectum 141 Excision of urethral diverticulum 341 Vaginoplasty 142 Removal of urethral Stone 342 Dilatation of accidental caustic stricture oesophageal 143 Excision of urethral prolapse 343 PresacralTeratomas Excision 144 Mega-ureter reconstruction 344 Removal of vesical stone 145 Kidney renoscopy and biopsy 345 Excision Sigmoid Polyp"
5255dddf-cc50-490f-a92d-c744aa3d9b29,hackrx-1.pdf,46,1,Paediatric surgery 140 TUNA- prostate 340 Excision Juvenile polyps rectum 141 Excision of urethral diverticulum 341 Vaginoplasty 142 Removal of urethral Stone 342 Dilatation of accidental caustic stricture oesophageal 143 Excision of urethral prolapse 343 PresacralTeratomas Excision 144 Mega-ureter reconstruction 344 Removal of vesical stone 145 Kidney renoscopy and biopsy 345 Excision Sigmoid Polyp
f729cf37-3552-467f-9252-f214f18b774f,hackrx-1.pdf,47,0,"UIN- BAJHLIP23020V012223 Global Health Care/ Policy Wordings/Page 47 Bajaj Allianz General Insurance Co. Ltd. Bajaj Allianz House, Airport Road, Yerawada, Pune - 411 006. Reg. No.: 113 For more details, log on to: www.bajajallianz.com | E-mail: bagichelp@bajajallianz.co.in or Call at: Sales - 1800 209 0144 / Service - 1800 209 5858 (Toll Free No.) GLOBAL HEALTH CARE 146 Ureter endoscopy and treatment 346 SternomastoidTenotomy 147 Vesico ureteric reflux correction 347 Infantile Hypertrophic Pyloric Stenosis pyloromyotomy 148 Surgery for pelvi ureteric junction obstruction 348 Excision of soft tissue rhabdomyosarcoma 149 Anderson hynes operation 349 Mediastinal lymph node biopsy 150 Kidney endoscopy and biopsy 350 High Orchidectomy for testis tumours 151 Paraphimosis surgery 351 Excision of cervical teratoma 152 Injury prepuce- circumcision 352 Rectal-Myomectomy 153 Frenular tear repair 353 Rectal prolapse (Delorme's procedure) 154 Meatotomy for meatal stenosis 354 Orchidopexy for undescended testis 155 surgery for fournier's gangrene scrotum 355 Detorsion of torsion Testis 156 surgery filarial scrotum 356 lap.Abdominal exploration in cryptorchidism 157 surgery for watering can perineum 357 EUA + biopsy multiple fistula in ano 158 Repair of penile torsion 358 Cystic hygroma - Injection treatment 159 Drainage of prostate abscess 359 Excision of fistula-in-ano 160 Orchiectomy Gynaecology 161 Cystoscopy and removal of FB 360 Hysteroscopic removal of myoma Neurology 361 D&C 162 Facial nerve physiotherapy 362 Hysteroscopic resection of septum 163 Nerve biopsy 363 thermal Cauterisation of Cervix 164 Muscle biopsy 364 MIRENA insertion 165 Epidural steroid injection 365 Hysteroscopicadhesiolysis 166 Glycerol rhizotomy 366 LEEP 167 Spinal cord stimulation 367 Cryocauterisation of Cervix 168 Motor cortex stimulation 368 Polypectomy Endometrium 169 Stereotactic Radiosurgery 369 Hysteroscopic resection of fibroid 170 Percutaneous Cordotomy 370 LLETZ 171 Intrathecal Baclofen therapy 371 Conization 172 Entrapment neuropathy Release 372 polypectomy cervix 173 Diagnostic cerebral angiography 373 Hysteroscopic resection of endometrial polyp 174 VP shunt 374 Vulval wart excision 175 Ventriculoatrial shunt 375 Laparoscopic paraovarian cyst excision Thoracic surgery 376 uterine artery embolization 176 Thoracoscopy and Lung Biopsy 377 Bartholin Cyst excision 177 Excision of cervical sympathetic Chain Thoracoscopic 378 Laparoscopic cystectomy 178 Laser Ablation of Barrett's oesophagus 379 Hymenectomy( imperforate Hymen) 179 Pleurodesis 380 Endometrial ablation 180 Thoracoscopy and pleural biopsy 381 vaginal wall cyst excision 181 EBUS + Biopsy 382 Vulval cyst Excision 182 Thoracoscopy ligation thoracic duct 383 Laparoscopic paratubal cyst excision 183 Thoracoscopy assisted empyaema drainage 384 Repair of vagina ( vaginal atresia ) Gastroenterology 385 Hysteroscopy, removal of myoma 184 Pancreatic pseudocyst EUS & drainage 386 TURBT 185 RF ablation for barrett'sOesophagus 387 Ureterocoele repair - congenital internal 186 ERCP and papillotomy 388 Vaginal mesh For POP 187 Esophagoscope and sclerosant injection 389 Laparoscopic Myomectomy"
ab7f6854-2164-4f7c-9919-5db43dc29fdf,hackrx-1.pdf,47,1,Pancreatic pseudocyst EUS & drainage 386 TURBT 185 RF ablation for barrett'sOesophagus 387 Ureterocoele repair - congenital internal 186 ERCP and papillotomy 388 Vaginal mesh For POP 187 Esophagoscope and sclerosant injection 389 Laparoscopic Myomectomy
9516097d-3aba-4d46-be35-b86aaf8cb08f,hackrx-1.pdf,48,0,"UIN- BAJHLIP23020V012223 Global Health Care/ Policy Wordings/Page 48 Bajaj Allianz General Insurance Co. Ltd. Bajaj Allianz House, Airport Road, Yerawada, Pune - 411 006. Reg. No.: 113 For more details, log on to: www.bajajallianz.com | E-mail: bagichelp@bajajallianz.co.in or Call at: Sales - 1800 209 0144 / Service - 1800 209 5858 (Toll Free No.) GLOBAL HEALTH CARE 188 EUS + submucosal resection 390 Surgery for SUI 189 Construction of gastrostomy tube 391 Repair recto- vagina fistula 190 EUS + aspiration pancreatic cyst 392 Pelvic floor repair( excluding Fistula repair) 191 Small bowel endoscopy (therapeutic) 393 URS + LL 192 Colonoscopy ,lesion removal 394 Laparoscopic oophorectomy 193 ERCP Critical care 194 Colonscopy stenting of stricture 395 Insert non- tunnel CV cath 195 Percutaneous Endoscopic Gastrostomy 396 Insert PICC cath ( peripherally inserted central catheter ) 196 EUS and pancreatic pseudo cyst drainage 397 Replace PICC cath ( peripherally inserted central catheter ) 197 ERCP and choledochoscopy 398 Insertion catheter, intra anterior 198 Proctosigmoidoscopy volvulus detorsion 399 Insertion of Portacath 199 ERCP and sphincterotomy 200 Esophageal stent placement 201 ERCP + placement of biliary stents 202 Sigmoidoscopy w / stent 203 US + coeliac node biopsy i) The standard exclusions and waiting periods are applicable to all of the above procedures depending on the medical condition/disease under treatment. Only 24 hours Hospitalization is not mandatory. Annexure II:- List I: List of Non-Medical Items LIST OF NON-MEDICAL ITEMS NOT PAYABLE 1 BABY FOOD 2 BABY UTILITIES CHARGES 3 BEAUTY SERV ICES 4 BUDS 5 CARRY BAGS 6 EMAIL I INTERNET CHARGES 7 FOOD CHARGES (OTHER THAN PATIENT's DIET PROVIDED BY HOSPITA L) 8 LAUNDRY CHARGES 9 MINERAL WATER 10 SANITARY PAD 11 TELEPHONE CHARGES 12 GUEST SERVICES 13 DIAPER OF ANY TYPE 14 TELEVISION CHARGES 15 EXTRA DIET OF PATIENT (OTHER THAN THAT WHICH FORMS PART OF BED CHARGE) 16 BIRTH CERTIFICATE 17 CERTIFICATE CHARGES 18 COURIER CHARGES 19 MEDICAL CERTIFICATE"
1de96e51-e808-44ea-b08c-7c479ebab1d4,hackrx-1.pdf,49,0,"UIN- BAJHLIP23020V012223 Global Health Care/ Policy Wordings/Page 49 Bajaj Allianz General Insurance Co. Ltd. Bajaj Allianz House, Airport Road, Yerawada, Pune - 411 006. Reg. No.: 113 For more details, log on to: www.bajajallianz.com | E-mail: bagichelp@bajajallianz.co.in or Call at: Sales - 1800 209 0144 / Service - 1800 209 5858 (Toll Free No.) GLOBAL HEALTH CARE 20 MEDICAL RECORDS 21 PHOTOCOPIES CHARGES 22 SUGAR FREE Tablets 23 CREAMS POWDERS LOTIONS (TOILETRIES ARE NOT PAYABLE, ONLY PRESCRIBED MEDICAL PHARMACEUTICALS PAYABLE) 24 CONVEYANCE CHARGES 25 DIABETIC FOOT WEAR 26 PRIVATE NURSES CHARGES - SPECIAL NURSING CHARGES 27 ATTENDANT CHARGES Annexure III: Indicative list of Modern Treatment Methods and Advancement in Technologies A. Uterine Artery Embolization and HIFU B. Balloon Sinuplasty C. Deep Brain stimulation D. Oral chemotherapy E. Immunotherapy- Monoclonal Antibody to be given as injection F. Intra vitreal injections G. Robotic surgeries H. Stereotactic radio surgeries I. Bronchical Thermoplasty J. Vaporisation of the prostrate (Green laser treatment or holmium laser treatment) K. IONM -(Intra Operative Neuro Monitoring) L. Stem cell therapy: Hematopoietic stem cells for bone marrow transplant for haematological conditions to be covered Annexure IV: ICD codes for Mental Illness* ICD Code Description F00-F09 Organic, including symptomatic, mental disorders F20-F29 Schizophrenia, schizotypal and delusional disorders F30-F39 Mood [affective] disorders F40-F48 Neurotic, stress-related and somatoform disorders F50-F59 Behavioural syndromes associated with physiological disturbances and physical factors F60-F69 Disorders of adult personality and behaviour F80-F89 Disorders of psychological development F90-F98 Behavioural and emotional disorders with onset usually occurring in childhood and adolescence F99 Unspecified mental disorder *As per ICD-10 classification of Mental and Behavioral Disorders F10-F19 consist of Mental and behavioral disorders due to psychoactive substance use which are not covered under ""Mental Illness Treatment"" and hence not listed in Annexure IV: ICD codes for Mental Illness."
4222c50d-bf97-49a0-920a-68f258d67fe9,hackrx-2.pdf,1,0,"CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LIMITED Registered Office: 2nd Floor, “DARE House”, 2, N.S.C. Bose Road, Chennai – 600 001. Toll free: 1800 208 9100, T: +91 (0) 44 4044 5400, F: +91 (0) 44 4044 5550 E: customercare@cholams.murugappa.com; website: www.cholainsurance.com IRDA Regn. No.123; PAN AABCC6633K CIN U66030TN2001PLC047977 GROUP DOMESTIC TRAVEL INSURANCE CHOTGDP23004V012223 Policy Wordings Page 1 of 101 GROUP DOMESTIC TRAVEL INSURANCE"
b3099d52-7c71-4922-a8f8-1596feb0fbdb,hackrx-2.pdf,2,0,"CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LIMITED Registered Office: 2nd Floor, “DARE House”, 2, N.S.C. Bose Road, Chennai – 600 001. Toll free: 1800 208 9100, T: +91 (0) 44 4044 5400, F: +91 (0) 44 4044 5550 E: customercare@cholams.murugappa.com; website: www.cholainsurance.com IRDA Regn. No.123; PAN AABCC6633K CIN U66030TN2001PLC047977 GROUP DOMESTIC TRAVEL INSURANCE CHOTGDP23004V012223 Policy Wordings Page 2 of 101 We issue this Group insurance policy to the Proposer based on the information provided by the Proposer in the proposal form and premium paid by the Proposer. This insurance is subject to the following terms and conditions. The method of coverage and the Benefit Limits that has been opted is indicated in the Policy Schedule/Policy Certificate. The term You/Your/Insured/Insured Person in this document refers to the individual group members who will be treated as Insured beneficiary and the term Proposer/Policy Holder/Group Manager/Group Organizer in this document refers to Person/ Organisation who has signed the proposal form and in whose name the policy is issued. Also the term Insurer/Us/Our/Company in this document refers to Cholamandalam MS General Insurance Company Limited. Master policy will be issued in the name of Group Manager and individual certificate may be issued to the beneficiaries. 1. DEFINITIONS Any word or expression to which a specific meaning has been assigned in any part of this Policy or the Schedule/ Certificate shall bear the same meaning wherever it appears in the Policy, including any subsequent endorsements to this Policy and the Policy Schedule/Certificate. Where the context permits, references to the singular shall also include references to the plural, similarly references to the male gender shall also include references to the female gender, and vice versa in both cases. For purposes of this Policy, the terms specified below shall have the meaning set forth: A) STANDARD DEFINITONS Accident / Accidental mean a sudden, unforeseen and involuntary event caused by external, visible and violent means. Cashless facility means a facility extended by the Insurer to the insured where the payments, of the costs of treatment undergone by the insured in accordance with the policy terms and conditions, are directly made to the network provider by the Insurer to the extent pre-authorization is approved. Condition Precedent means a policy term or condition upon which the Insurer’s liability under the policy is conditional upon. Congenital Anomaly means a condition which is present since birth, which is abnormal with reference to form, structure or position. a. Internal Congenital Anomaly: Congenital anomaly which is not in the visible and accessible parts of the body. b. External Congenital Anomaly: Congenital anomaly which is in the visible and accessible parts of the body. Deductible means a cost-sharing requirement under this policy, that provides that the Insurer will not be liable for a specified amount or percentage of claim amount and/or number of days and/or number of hours as specified in the policy schedule/certificate of insurance which will apply before any benefits are payable by the Insurer. A deductible does not reduce the Sum Insured and is applicable"
41324371-88be-47b3-9a37-2818a14a0b2c,hackrx-2.pdf,2,1,"position. a. Internal Congenital Anomaly: Congenital anomaly which is not in the visible and accessible parts of the body. b. External Congenital Anomaly: Congenital anomaly which is in the visible and accessible parts of the body. Deductible means a cost-sharing requirement under this policy, that provides that the Insurer will not be liable for a specified amount or percentage of claim amount and/or number of days and/or number of hours as specified in the policy schedule/certificate of insurance which will apply before any benefits are payable by the Insurer. A deductible does not reduce the Sum Insured and is applicable per event up to the specified limits mentioned. Disclosure to information norm means the Policy shall be void and all premium paid hereon shall be forfeited to the Company, in the event of misrepresentation, mis-description or non-disclosure of any material fact. Hospital means any institution established for inpatient care and day care treatment of illness and/or injuries and which has been registered as a hospital with the local authorities under the Clinical Establishments (Registration and"
d6fa2c42-10e9-4845-a57f-2dabde8fdff0,hackrx-2.pdf,3,0,"CHOLAMANDALAM MS GENERAL INSURANCE COMPANY LIMITED Registered Office: 2nd Floor, “DARE House”, 2, N.S.C. Bose Road, Chennai – 600 001. Toll free: 1800 208 9100, T: +91 (0) 44 4044 5400, F: +91 (0) 44 4044 5550 E: customercare@cholams.murugappa.com; website: www.cholainsurance.com IRDA Regn. No.123; PAN AABCC6633K CIN U66030TN2001PLC047977 GROUP DOMESTIC TRAVEL INSURANCE CHOTGDP23004V012223 Policy Wordings Page 3 of 101 Regulation) Act 2010 or under the enactments specified under the Schedule of Section 56(1) of the said Act OR complies with all minimum criteria as under: - has qualified nursing staff under its employment round the clock; - has at least 10 in-patient beds in towns having a population of less than 10,00,000 and at least 15 in-patient beds in all other places; - has qualified medical practitioner(s) in charge round the clock; - has a fully equipped operation theatre of its own where surgical procedures are carried out; - maintains daily records of patients and makes these accessible to the insurance company’s authorized personnel Hospitalisation means admission in a Hospital for a minimum period of 24 consecutive ‘In-patient Care’ hours except for specified procedures/ treatments, where such admission could be for a period of less than 24consecutive hours. Illness means a sickness or a disease or pathological condition leading to the impairment of normal physiological function and requires medical treatment. a. Acute condition is a disease, illness or injury that is likely to respond quickly to treatment which aims to return the person to his or her state of health immediately before suffering the disease/illness/injury which leads to full recovery. b. Chronic condition is defined as a disease, illness, or injury that has one or more of the following characteristics:—it needs ongoing or long-term monitoring through consultations, examinations, check- ups, and / or tests—it needs ongoing or long-term control or relief of symptoms— it requires rehabilitation for the patient or for the patient to be specially trained to cope with it—it continues indefinitely—it recurs or is likely to recur. Injury means accidental physical bodily harm excluding illness or disease, solely and directly caused by external, violent and visible and evident means which is verified and certified by a Medical Practitioner. In Patient Care means treatment for which the insured person has to stay in a hospital for more than 24 hours for a covered event. Maternity Expenses means a. medical treatment expenses traceable to childbirth (including complicated deliveries and caesarean sections incurred during hospitalization) b. expenses towards lawful medical termination of pregnancy during the policy period Medical Advice means any consultation or advice from a Medical Practitioner including the issuance of any prescription or follow-up prescription Medical Expenses means those expenses that an Insured Person has necessarily and actually incurred for medical treatment on account of Illness or Accident on the advice of a Medical Practitioner, as long as these are no more than would have been payable if the Insured Person had not been insured and no more than other hospitals or doctors in the same locality would have"
